Column1,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,year
7129,West Gear,1185732,"Wednesday, February 17, 2021",Northeast,West Virginia,charleston,Men's Apparel,48,65,3120,1653.6,0.53,Online,2021
7130,West Gear,1185732,"Wednesday, February 17, 2021",Northeast,West Virginia,charleston,Women's Apparel,24,105,2520,1360.8,0.54,Online,2021
7131,West Gear,1185732,"Tuesday, March 16, 2021",Northeast,West Virginia,charleston,Men's Street Footwear,28,165,4620,2356.2,0.51,Online,2021
7132,West Gear,1185732,"Tuesday, March 16, 2021",Northeast,West Virginia,charleston,Men's Athletic Footwear,27,69,1863,1006.02,0.54,Online,2021
7133,West Gear,1185732,"Tuesday, March 16, 2021",Northeast,West Virginia,charleston,Women's Street Footwear,19,91,1729,933.66,0.54,Online,2021
7134,West Gear,1185732,"Tuesday, March 16, 2021",Northeast,West Virginia,charleston,Women's Athletic Footwear,23,49,1127,597.31,0.53,Online,2021
7135,West Gear,1185732,"Tuesday, March 16, 2021",Northeast,West Virginia,charleston,Men's Apparel,37,59,2183,1091.5,0.5,Online,2021
7136,West Gear,1185732,"Tuesday, March 16, 2021",Northeast,West Virginia,charleston,Women's Apparel,29,81,2349,1268.46,0.54,Online,2021
7137,West Gear,1185732,"Saturday, April 17, 2021",Northeast,West Virginia,charleston,Men's Street Footwear,27,143,3861,1969.11,0.51,Online,2021
7138,West Gear,1185732,"Saturday, April 17, 2021",Northeast,West Virginia,charleston,Men's Athletic Footwear,28,75,2100,1155,0.55,Online,2021
7139,West Gear,1185732,"Saturday, April 17, 2021",Northeast,West Virginia,charleston,Women's Street Footwear,19,68,1292,697.68,0.54,Online,2021
7140,West Gear,1185732,"Saturday, April 17, 2021",Northeast,West Virginia,charleston,Women's Athletic Footwear,25,47,1175,611,0.52,Online,2021
7141,West Gear,1185732,"Saturday, April 17, 2021",Northeast,West Virginia,charleston,Men's Apparel,60,56,3360,1848,0.55,Online,2021
7142,West Gear,1185732,"Saturday, April 17, 2021",Northeast,West Virginia,charleston,Women's Apparel,47,94,4418,2253.18,0.51,Online,2021
7143,West Gear,1185732,"Tuesday, May 18, 2021",Northeast,West Virginia,charleston,Men's Street Footwear,58,179,10382,5398.64,0.52,Online,2021
7144,West Gear,1185732,"Tuesday, May 18, 2021",Northeast,West Virginia,charleston,Men's Athletic Footwear,37,87,3219,1641.69,0.51,Online,2021
7145,West Gear,1185732,"Tuesday, May 18, 2021",Northeast,West Virginia,charleston,Women's Street Footwear,32,77,2464,1355.2,0.55,Online,2021
7146,West Gear,1185732,"Tuesday, May 18, 2021",Northeast,West Virginia,charleston,Women's Athletic Footwear,33,50,1650,907.5,0.55,Online,2021
7147,West Gear,1185732,"Tuesday, May 18, 2021",Northeast,West Virginia,charleston,Men's Apparel,42,68,2856,1542.24,0.54,Online,2021
7148,West Gear,1185732,"Tuesday, May 18, 2021",Northeast,West Virginia,charleston,Women's Apparel,52,95,4940,2717,0.55,Online,2021
7149,West Gear,1185732,"Thursday, June 17, 2021",Northeast,West Virginia,charleston,Men's Street Footwear,43,150,6450,3354,0.52,Online,2021
7150,West Gear,1185732,"Thursday, June 17, 2021",Northeast,West Virginia,charleston,Men's Athletic Footwear,37,119,4403,2201.5,0.5,Online,2021
7151,West Gear,1185732,"Thursday, June 17, 2021",Northeast,West Virginia,charleston,Women's Street Footwear,33,81,2673,1443.42,0.54,Online,2021
7152,West Gear,1185732,"Thursday, June 17, 2021",Northeast,West Virginia,charleston,Women's Athletic Footwear,33,69,2277,1184.04,0.52,Online,2021
7153,West Gear,1185732,"Thursday, June 17, 2021",Northeast,West Virginia,charleston,Men's Apparel,41,74,3034,1668.7,0.55,Online,2021
7154,West Gear,1185732,"Thursday, June 17, 2021",Northeast,West Virginia,charleston,Women's Apparel,59,115,6785,3528.2,0.52,Online,2021
7155,West Gear,1185732,"Friday, July 16, 2021",Northeast,West Virginia,charleston,Men's Street Footwear,55,182,10010,5205.2,0.52,Online,2021
7156,West Gear,1185732,"Friday, July 16, 2021",Northeast,West Virginia,charleston,Men's Athletic Footwear,50,116,5800,3074,0.53,Online,2021
7157,West Gear,1185732,"Friday, July 16, 2021",Northeast,West Virginia,charleston,Women's Street Footwear,49,98,4802,2545.06,0.53,Online,2021
7158,West Gear,1185732,"Friday, July 16, 2021",Northeast,West Virginia,charleston,Women's Athletic Footwear,48,77,3696,1884.96,0.51,Online,2021
7159,West Gear,1185732,"Friday, July 16, 2021",Northeast,West Virginia,charleston,Men's Apparel,54,87,4698,2536.92,0.54,Online,2021
7160,West Gear,1185732,"Friday, July 16, 2021",Northeast,West Virginia,charleston,Women's Apparel,63,133,8379,4524.66,0.54,Online,2021
7161,West Gear,1185732,"Tuesday, August 17, 2021",Northeast,West Virginia,charleston,Men's Street Footwear,46,131,6026,3133.52,0.52,Online,2021
7162,West Gear,1185732,"Tuesday, August 17, 2021",Northeast,West Virginia,charleston,Men's Athletic Footwear,42,90,3780,2079,0.55,Online,2021
7163,West Gear,1185732,"Tuesday, August 17, 2021",Northeast,West Virginia,charleston,Women's Street Footwear,38,87,3306,1719.12,0.52,Online,2021
7164,West Gear,1185732,"Tuesday, August 17, 2021",Northeast,West Virginia,charleston,Women's Athletic Footwear,36,72,2592,1321.92,0.51,Online,2021
7165,West Gear,1185732,"Tuesday, August 17, 2021",Northeast,West Virginia,charleston,Men's Apparel,49,68,3332,1799.28,0.54,Online,2021
7166,West Gear,1185732,"Tuesday, August 17, 2021",Northeast,West Virginia,charleston,Women's Apparel,54,115,6210,3353.4,0.54,Online,2021
7167,West Gear,1185732,"Saturday, September 18, 2021",Northeast,West Virginia,charleston,Men's Street Footwear,34,154,5236,2670.36,0.51,Online,2021
7168,West Gear,1185732,"Saturday, September 18, 2021",Northeast,West Virginia,charleston,Men's Athletic Footwear,29,91,2639,1398.67,0.53,Online,2021
7169,West Gear,1185732,"Saturday, September 18, 2021",Northeast,West Virginia,charleston,Women's Street Footwear,24,68,1632,881.28,0.54,Online,2021
7170,West Gear,1185732,"Saturday, September 18, 2021",Northeast,West Virginia,charleston,Women's Athletic Footwear,23,59,1357,678.5,0.5,Online,2021
7171,West Gear,1185732,"Saturday, September 18, 2021",Northeast,West Virginia,charleston,Men's Apparel,32,61,1952,1015.04,0.52,Online,2021
7172,West Gear,1185732,"Saturday, September 18, 2021",Northeast,West Virginia,charleston,Women's Apparel,36,75,2700,1377,0.51,Online,2021
7173,West Gear,1185732,"Sunday, October 17, 2021",Northeast,West Virginia,charleston,Men's Street Footwear,41,115,4715,2546.1,0.54,Online,2021
7174,West Gear,1185732,"Sunday, October 17, 2021",Northeast,West Virginia,charleston,Men's Athletic Footwear,32,80,2560,1331.2,0.52,Online,2021
7175,West Gear,1185732,"Sunday, October 17, 2021",Northeast,West Virginia,charleston,Women's Street Footwear,33,44,1452,769.56,0.53,Online,2021
7176,West Gear,1185732,"Sunday, October 17, 2021",Northeast,West Virginia,charleston,Women's Athletic Footwear,32,47,1504,797.12,0.53,Online,2021
7177,West Gear,1185732,"Sunday, October 17, 2021",Northeast,West Virginia,charleston,Men's Apparel,41,53,2173,1195.15,0.55,Online,2021
7178,Foot Locker,1185732,"Sunday, October 17, 2021",Northeast,West Virginia,charleston,Women's Apparel,47,84,3948,1974,0.5,Online,2021
7179,Foot Locker,1185732,"Wednesday, November 17, 2021",Northeast,West Virginia,charleston,Men's Street Footwear,44,117,5148,2676.96,0.52,Online,2021
7180,Foot Locker,1185732,"Wednesday, November 17, 2021",Northeast,West Virginia,charleston,Men's Athletic Footwear,33,95,3135,1661.55,0.53,Online,2021
7181,Foot Locker,1185732,"Wednesday, November 17, 2021",Northeast,West Virginia,charleston,Women's Street Footwear,32,77,2464,1232,0.5,Online,2021
7182,Foot Locker,1185732,"Wednesday, November 17, 2021",Northeast,West Virginia,charleston,Women's Athletic Footwear,38,91,3458,1901.9,0.55,Online,2021
7183,Foot Locker,1185732,"Wednesday, November 17, 2021",Northeast,West Virginia,charleston,Men's Apparel,62,78,4836,2563.08,0.53,Online,2021
7184,Foot Locker,1185732,"Wednesday, November 17, 2021",Northeast,West Virginia,charleston,Women's Apparel,64,100,6400,3264,0.51,Online,2021
7185,Foot Locker,1185732,"Thursday, December 16, 2021",Northeast,West Virginia,charleston,Men's Street Footwear,60,176,10560,5491.2,0.52,Online,2021
7186,Foot Locker,1185732,"Thursday, December 16, 2021",Northeast,West Virginia,charleston,Men's Athletic Footwear,52,135,7020,3650.4,0.52,Online,2021
7187,West Gear,1185732,"Thursday, December 16, 2021",Northeast,West Virginia,charleston,Women's Street Footwear,50,112,5600,2968,0.53,Online,2021
7188,Foot Locker,1185732,"Thursday, December 16, 2021",Northeast,West Virginia,charleston,Women's Athletic Footwear,53,102,5406,2757.06,0.51,Online,2021
7189,Foot Locker,1185732,"Thursday, December 16, 2021",Northeast,West Virginia,charleston,Men's Apparel,61,95,5795,2897.5,0.5,Online,2021
7190,Foot Locker,1185732,"Thursday, December 16, 2021",Northeast,West Virginia,charleston,Women's Apparel,68,122,8296,4562.8,0.55,Online,2021
7191,Foot Locker,1185732,"Sunday, January 24, 2021",Northeast,West Virginia,charleston,Men's Street Footwear,33,106,3498,1749,0.5,Online,2021
7192,Foot Locker,1185732,"Sunday, January 24, 2021",Northeast,West Virginia,charleston,Men's Athletic Footwear,34,68,2312,1086.64,0.47,Online,2021
7193,Foot Locker,1185732,"Sunday, January 24, 2021",Northeast,West Virginia,charleston,Women's Street Footwear,24,63,1512,695.52,0.46,Online,2021
7194,Foot Locker,1185732,"Sunday, January 24, 2021",Northeast,West Virginia,charleston,Women's Athletic Footwear,28,20,560,280,0.5,Online,2021
7195,Foot Locker,1185732,"Sunday, January 24, 2021",Northeast,West Virginia,charleston,Men's Apparel,42,33,1386,595.98,0.43,Online,2021
7196,Foot Locker,1185732,"Sunday, January 24, 2021",Northeast,West Virginia,charleston,Women's Apparel,33,59,1947,778.8,0.4,Online,2021
7197,Foot Locker,1185732,"Monday, February 22, 2021",Northeast,West Virginia,charleston,Men's Street Footwear,32,138,4416,2340.48,0.53,Online,2021
7198,West Gear,1185732,"Monday, February 22, 2021",Northeast,West Virginia,charleston,Men's Athletic Footwear,34,38,1292,594.32,0.46,Online,2021
7199,West Gear,1185732,"Monday, February 22, 2021",Northeast,West Virginia,charleston,Women's Street Footwear,24,46,1104,518.88,0.47,Online,2021
7200,West Gear,1185732,"Monday, February 22, 2021",Northeast,Maryland,baltimore,Women's Athletic Footwear,28,14,392,196,0.5,Online,2021
7201,West Gear,1185732,"Monday, February 22, 2021",Northeast,Maryland,baltimore,Men's Apparel,41,31,1271,571.95,0.45,Online,2021
7202,West Gear,1185732,"Monday, February 22, 2021",Northeast,Maryland,baltimore,Women's Apparel,34,63,2142,921.06,0.43,Online,2021
7203,West Gear,1185732,"Saturday, March 20, 2021",Northeast,Maryland,baltimore,Men's Street Footwear,32,125,4000,2120,0.53,Online,2021
7204,West Gear,1185732,"Saturday, March 20, 2021",Northeast,Maryland,baltimore,Men's Athletic Footwear,34,39,1326,623.22,0.47,Online,2021
7205,West Gear,1185732,"Saturday, March 20, 2021",Northeast,Maryland,baltimore,Women's Street Footwear,24,53,1272,623.28,0.49,Online,2021
7206,West Gear,1185732,"Saturday, March 20, 2021",Northeast,Maryland,baltimore,Women's Athletic Footwear,29,7,203,93.38,0.46,Online,2021
7207,West Gear,1185732,"Saturday, March 20, 2021",Northeast,Maryland,baltimore,Men's Apparel,43,22,946,406.78,0.43,Online,2021
7208,West Gear,1185732,"Saturday, March 20, 2021",Northeast,Maryland,baltimore,Women's Apparel,33,49,1617,727.65,0.45,Online,2021
7209,West Gear,1185732,"Wednesday, April 21, 2021",Northeast,Maryland,baltimore,Men's Street Footwear,33,128,4224,2154.24,0.51,Online,2021
7210,West Gear,1185732,"Wednesday, April 21, 2021",Northeast,Maryland,baltimore,Men's Athletic Footwear,32,31,992,466.24,0.47,Online,2021
7211,West Gear,1185732,"Wednesday, April 21, 2021",Northeast,Maryland,baltimore,Women's Street Footwear,24,33,792,388.08,0.49,Online,2021
7212,West Gear,1185732,"Wednesday, April 21, 2021",Northeast,Maryland,baltimore,Women's Athletic Footwear,27,13,351,164.97,0.47,Online,2021
7213,West Gear,1185732,"Wednesday, April 21, 2021",Northeast,Maryland,baltimore,Men's Apparel,41,15,615,276.75,0.45,Online,2021
7214,West Gear,1185732,"Wednesday, April 21, 2021",Northeast,Maryland,baltimore,Women's Apparel,32,52,1664,732.16,0.44,Online,2021
7215,West Gear,1185732,"Thursday, May 20, 2021",Northeast,Maryland,baltimore,Men's Street Footwear,49,118,5782,3006.64,0.52,Online,2021
7216,West Gear,1185732,"Thursday, May 20, 2021",Northeast,Maryland,baltimore,Men's Athletic Footwear,42,47,1974,908.04,0.46,Online,2021
7217,West Gear,1185732,"Thursday, May 20, 2021",Northeast,Maryland,baltimore,Women's Street Footwear,36,38,1368,656.64,0.48,Online,2021
7218,West Gear,1185732,"Thursday, May 20, 2021",Northeast,Maryland,baltimore,Women's Athletic Footwear,37,30,1110,532.8,0.48,Online,2021
7219,West Gear,1185732,"Thursday, May 20, 2021",Northeast,Maryland,baltimore,Men's Apparel,49,36,1764,740.88,0.42,Online,2021
7220,West Gear,1185732,"Thursday, May 20, 2021",Northeast,Maryland,baltimore,Women's Apparel,52,63,3276,1343.16,0.41,Online,2021
7221,West Gear,1185732,"Tuesday, June 22, 2021",Northeast,Maryland,baltimore,Men's Street Footwear,47,125,5875,2937.5,0.5,Online,2021
7222,West Gear,1185732,"Tuesday, June 22, 2021",Northeast,Maryland,baltimore,Men's Athletic Footwear,41,75,3075,1445.25,0.47,Online,2021
7223,Foot Locker,1185732,"Tuesday, June 22, 2021",Northeast,Maryland,baltimore,Women's Street Footwear,37,47,1739,869.5,0.5,Online,2021
7224,Foot Locker,1185732,"Tuesday, June 22, 2021",Northeast,Maryland,baltimore,Women's Athletic Footwear,37,44,1628,814,0.5,Online,2021
7225,Foot Locker,1185732,"Tuesday, June 22, 2021",Northeast,Maryland,baltimore,Men's Apparel,49,42,2058,905.52,0.44,Online,2021
7226,Foot Locker,1185732,"Tuesday, June 22, 2021",Northeast,Maryland,baltimore,Women's Apparel,53,84,4452,2003.4,0.45,Online,2021
7227,Foot Locker,1185732,"Tuesday, July 20, 2021",Northeast,Maryland,baltimore,Men's Street Footwear,49,131,6419,3337.88,0.52,Online,2021
7228,Sports Direct,1185732,"Tuesday, July 20, 2021",Northeast,Maryland,baltimore,Men's Athletic Footwear,42,72,3024,1451.52,0.48,Online,2021
7229,Sports Direct,1185732,"Tuesday, July 20, 2021",Northeast,Maryland,baltimore,Women's Street Footwear,37,60,2220,1087.8,0.49,Online,2021
7230,Sports Direct,1185732,"Tuesday, July 20, 2021",Northeast,Maryland,baltimore,Women's Athletic Footwear,36,45,1620,761.4,0.47,Online,2021
7231,Sports Direct,1185732,"Tuesday, July 20, 2021",Northeast,Maryland,baltimore,Men's Apparel,46,51,2346,1055.7,0.45,Online,2021
7232,Sports Direct,1185732,"Tuesday, July 20, 2021",Northeast,Maryland,baltimore,Women's Apparel,54,102,5508,2313.36,0.42,Online,2021
7233,Sports Direct,1185732,"Saturday, August 21, 2021",Northeast,Maryland,baltimore,Men's Street Footwear,48,135,6480,3434.4,0.53,Online,2021
7234,Sports Direct,1185732,"Saturday, August 21, 2021",Northeast,Maryland,baltimore,Men's Athletic Footwear,41,83,3403,1701.5,0.5,Online,2021
7235,Sports Direct,1185732,"Saturday, August 21, 2021",Northeast,Maryland,baltimore,Women's Street Footwear,39,60,2340,1170,0.5,Online,2021
7236,Sports Direct,1185732,"Saturday, August 21, 2021",Northeast,Maryland,baltimore,Women's Athletic Footwear,37,44,1628,748.88,0.46,Online,2021
7237,Sports Direct,1185732,"Saturday, August 21, 2021",Northeast,Maryland,baltimore,Men's Apparel,47,38,1786,803.7,0.45,Online,2021
7238,Sports Direct,1185732,"Saturday, August 21, 2021",Northeast,Maryland,baltimore,Women's Apparel,53,81,4293,1845.99,0.43,Online,2021
7239,Sports Direct,1185732,"Monday, September 20, 2021",Northeast,Maryland,baltimore,Men's Street Footwear,49,128,6272,3198.72,0.51,Online,2021
7240,Sports Direct,1185732,"Monday, September 20, 2021",Northeast,Maryland,baltimore,Men's Athletic Footwear,44,63,2772,1247.4,0.45,Online,2021
7241,Sports Direct,1185732,"Monday, September 20, 2021",Northeast,Maryland,baltimore,Women's Street Footwear,38,36,1368,684,0.5,Online,2021
7242,Sports Direct,1185732,"Monday, September 20, 2021",Northeast,Maryland,baltimore,Women's Athletic Footwear,36,25,900,405,0.45,Online,2021
7243,Sports Direct,1185732,"Monday, September 20, 2021",Northeast,Maryland,baltimore,Men's Apparel,48,30,1440,619.2,0.43,Online,2021
7244,Sports Direct,1185732,"Monday, September 20, 2021",Northeast,Maryland,baltimore,Women's Apparel,54,50,2700,1080,0.4,Online,2021
7245,Sports Direct,1185732,"Friday, October 22, 2021",Northeast,Maryland,baltimore,Men's Street Footwear,52,113,5876,3173.04,0.54,Online,2021
7246,Sports Direct,1185732,"Friday, October 22, 2021",Northeast,Maryland,baltimore,Men's Athletic Footwear,48,58,2784,1280.64,0.46,Online,2021
7247,Sports Direct,1185732,"Friday, October 22, 2021",Northeast,Maryland,baltimore,Women's Street Footwear,49,25,1225,563.5,0.46,Online,2021
7248,Foot Locker,1185732,"Friday, October 22, 2021",Northeast,Maryland,baltimore,Women's Athletic Footwear,49,21,1029,514.5,0.5,Online,2021
7249,Foot Locker,1185732,"Friday, October 22, 2021",Northeast,Maryland,baltimore,Men's Apparel,56,20,1120,448,0.4,Online,2021
7250,Foot Locker,1185732,"Friday, October 22, 2021",Northeast,Maryland,baltimore,Women's Apparel,60,52,3120,1248,0.4,Online,2021
7251,Foot Locker,1185732,"Sunday, November 21, 2021",Northeast,Maryland,baltimore,Men's Street Footwear,58,88,5104,2807.2,0.55,Online,2021
7252,Foot Locker,1185732,"Sunday, November 21, 2021",Northeast,Maryland,baltimore,Men's Athletic Footwear,45,51,2295,1078.65,0.47,Online,2021
7253,Foot Locker,1185732,"Sunday, November 21, 2021",Northeast,Maryland,baltimore,Women's Street Footwear,49,48,2352,1176,0.5,Online,2021
7254,Foot Locker,1185732,"Sunday, November 21, 2021",Northeast,Maryland,baltimore,Women's Athletic Footwear,48,41,1968,905.28,0.46,Online,2021
7255,Foot Locker,1185732,"Sunday, November 21, 2021",Northeast,Maryland,baltimore,Men's Apparel,56,31,1736,763.84,0.44,Online,2021
7256,Foot Locker,1185732,"Sunday, November 21, 2021",Northeast,Maryland,baltimore,Women's Apparel,62,63,3906,1679.58,0.43,Online,2021
7257,Foot Locker,1185732,"Monday, December 20, 2021",Northeast,Maryland,baltimore,Men's Street Footwear,57,122,6954,3477,0.5,Online,2021
7258,Foot Locker,1185732,"Monday, December 20, 2021",Northeast,Maryland,baltimore,Men's Athletic Footwear,46,65,2990,1495,0.5,Online,2021
7259,Foot Locker,1185732,"Monday, December 20, 2021",Northeast,Maryland,baltimore,Women's Street Footwear,45,65,2925,1374.75,0.47,Online,2021
7260,Foot Locker,1185732,"Monday, December 20, 2021",Northeast,Maryland,baltimore,Women's Athletic Footwear,49,44,2156,1013.32,0.47,Online,2021
7261,Foot Locker,1185732,"Monday, December 20, 2021",Northeast,Maryland,baltimore,Men's Apparel,54,51,2754,1129.14,0.41,Online,2021
7262,Foot Locker,1185732,"Monday, December 20, 2021",Northeast,Maryland,baltimore,Women's Apparel,61,72,4392,1844.64,0.42,Online,2021
7263,Foot Locker,1185732,"Sunday, January 17, 2021",Northeast,Maryland,baltimore,Men's Street Footwear,36,137,4932,2219.4,0.45,Online,2021
7264,Foot Locker,1185732,"Sunday, January 17, 2021",Northeast,Maryland,baltimore,Men's Athletic Footwear,38,81,3078,1539,0.5,Online,2021
7265,Foot Locker,1185732,"Sunday, January 17, 2021",Northeast,Maryland,baltimore,Women's Street Footwear,29,91,2639,1398.67,0.53,Online,2021
7266,Foot Locker,1185732,"Sunday, January 17, 2021",Northeast,Maryland,baltimore,Women's Athletic Footwear,32,47,1504,827.2,0.55,Online,2021
7267,Foot Locker,1185732,"Sunday, January 17, 2021",Northeast,Maryland,baltimore,Men's Apparel,49,59,2891,1214.22,0.42,Online,2021
7268,Foot Locker,1185732,"Sunday, January 17, 2021",Northeast,Maryland,baltimore,Women's Apparel,36,81,2916,1487.16,0.51,Online,2021
7269,Foot Locker,1185732,"Monday, February 15, 2021",Northeast,Maryland,baltimore,Men's Street Footwear,39,144,5616,2808,0.5,Online,2021
7270,Foot Locker,1185732,"Monday, February 15, 2021",Northeast,Maryland,baltimore,Men's Athletic Footwear,37,61,2257,1038.22,0.46,Online,2021
7271,Foot Locker,1185732,"Monday, February 15, 2021",Northeast,Maryland,baltimore,Women's Street Footwear,27,69,1863,950.13,0.51,Online,2021
7272,Foot Locker,1185732,"Monday, February 15, 2021",Northeast,Delaware,wilmington,Women's Athletic Footwear,33,45,1485,816.75,0.55,Online,2021
7273,Foot Locker,1185732,"Monday, February 15, 2021",Northeast,Delaware,wilmington,Men's Apparel,45,65,2925,1199.25,0.41,Online,2021
7274,Foot Locker,1185732,"Monday, February 15, 2021",Northeast,Delaware,wilmington,Women's Apparel,39,98,3822,2025.66,0.53,Online,2021
7275,Foot Locker,1185732,"Saturday, March 13, 2021",Northeast,Delaware,wilmington,Men's Street Footwear,36,158,5688,2616.48,0.46,Online,2021
7276,Foot Locker,1185732,"Saturday, March 13, 2021",Northeast,Delaware,wilmington,Men's Athletic Footwear,39,68,2652,1193.4,0.45,Online,2021
7277,Foot Locker,1185732,"Saturday, March 13, 2021",Northeast,Delaware,wilmington,Women's Street Footwear,29,69,2001,1080.54,0.54,Online,2021
7278,Foot Locker,1185732,"Saturday, March 13, 2021",Northeast,Delaware,wilmington,Women's Athletic Footwear,32,31,992,525.76,0.53,Online,2021
7279,Foot Locker,1185732,"Saturday, March 13, 2021",Northeast,Delaware,wilmington,Men's Apparel,46,49,2254,924.14,0.41,Online,2021
7280,Foot Locker,1185732,"Saturday, March 13, 2021",Northeast,Delaware,wilmington,Women's Apparel,39,72,2808,1404,0.5,Online,2021
7281,Foot Locker,1185732,"Wednesday, April 14, 2021",Northeast,Delaware,wilmington,Men's Street Footwear,36,131,4716,2358,0.5,Online,2021
7282,Foot Locker,1185732,"Wednesday, April 14, 2021",Northeast,Delaware,wilmington,Men's Athletic Footwear,38,61,2318,1089.46,0.47,Online,2021
7283,Foot Locker,1185732,"Wednesday, April 14, 2021",Northeast,Delaware,wilmington,Women's Street Footwear,27,59,1593,876.15,0.55,Online,2021
7284,Foot Locker,1185732,"Wednesday, April 14, 2021",Northeast,Delaware,wilmington,Women's Athletic Footwear,32,44,1408,718.08,0.51,Online,2021
7285,Foot Locker,1185732,"Wednesday, April 14, 2021",Northeast,Delaware,wilmington,Men's Apparel,47,45,2115,951.75,0.45,Online,2021
7286,Foot Locker,1185732,"Wednesday, April 14, 2021",Northeast,Delaware,wilmington,Women's Apparel,38,78,2964,1600.56,0.54,Online,2021
7287,Foot Locker,1185732,"Thursday, May 13, 2021",Northeast,Delaware,wilmington,Men's Street Footwear,51,160,8160,3916.8,0.48,Online,2021
7288,Foot Locker,1185732,"Thursday, May 13, 2021",Northeast,Delaware,wilmington,Men's Athletic Footwear,47,69,3243,1459.35,0.45,Online,2021
7289,Foot Locker,1185732,"Thursday, May 13, 2021",Northeast,Delaware,wilmington,Women's Street Footwear,41,81,3321,1726.92,0.52,Online,2021
7290,Foot Locker,1185732,"Thursday, May 13, 2021",Northeast,Delaware,wilmington,Women's Athletic Footwear,41,65,2665,1385.8,0.52,Online,2021
7291,Foot Locker,1185732,"Thursday, May 13, 2021",Northeast,Delaware,wilmington,Men's Apparel,50,74,3700,1554,0.42,Online,2021
7292,Foot Locker,1185732,"Thursday, May 13, 2021",Northeast,Delaware,wilmington,Women's Apparel,54,104,5616,3088.8,0.55,Online,2021
7293,Foot Locker,1185732,"Tuesday, June 15, 2021",Northeast,Delaware,wilmington,Men's Street Footwear,51,189,9639,4433.94,0.46,Online,2021
7294,Foot Locker,1185732,"Tuesday, June 15, 2021",Northeast,Delaware,wilmington,Men's Athletic Footwear,48,120,5760,2592,0.45,Online,2021
7295,Foot Locker,1185732,"Tuesday, June 15, 2021",Northeast,Delaware,wilmington,Women's Street Footwear,43,85,3655,1937.15,0.53,Online,2021
7296,Foot Locker,1185732,"Tuesday, June 15, 2021",Northeast,Delaware,wilmington,Women's Athletic Footwear,41,75,3075,1691.25,0.55,Online,2021
7297,Foot Locker,1185732,"Tuesday, June 15, 2021",Northeast,Delaware,wilmington,Men's Apparel,50,75,3750,1500,0.4,Online,2021
7298,Foot Locker,1185732,"Tuesday, June 15, 2021",Northeast,Delaware,wilmington,Women's Apparel,56,135,7560,4006.8,0.53,Online,2021
7299,Foot Locker,1185732,"Tuesday, July 13, 2021",Northeast,Delaware,wilmington,Men's Street Footwear,53,182,9646,4823,0.5,Online,2021
7300,Foot Locker,1185732,"Tuesday, July 13, 2021",Northeast,Delaware,wilmington,Men's Athletic Footwear,47,119,5593,2516.85,0.45,Online,2021
7301,Foot Locker,1185732,"Tuesday, July 13, 2021",Northeast,Delaware,wilmington,Women's Street Footwear,41,102,4182,2258.28,0.54,Online,2021
7302,Foot Locker,1185732,"Tuesday, July 13, 2021",Northeast,Delaware,wilmington,Women's Athletic Footwear,43,90,3870,2051.1,0.53,Online,2021
7303,Foot Locker,1185732,"Tuesday, July 13, 2021",Northeast,Delaware,wilmington,Men's Apparel,51,94,4794,1965.54,0.41,Online,2021
7304,Foot Locker,1185732,"Tuesday, July 13, 2021",Northeast,Delaware,wilmington,Women's Apparel,55,145,7975,3987.5,0.5,Online,2021
7305,Foot Locker,1185732,"Saturday, August 14, 2021",Northeast,Delaware,wilmington,Men's Street Footwear,50,163,8150,3993.5,0.49,Online,2021
7306,Foot Locker,1185732,"Saturday, August 14, 2021",Northeast,Delaware,wilmington,Men's Athletic Footwear,47,128,6016,2767.36,0.46,Online,2021
7307,Foot Locker,1185732,"Saturday, August 14, 2021",Northeast,Delaware,wilmington,Women's Street Footwear,42,105,4410,2205,0.5,Online,2021
7308,Foot Locker,1185732,"Saturday, August 14, 2021",Northeast,Delaware,wilmington,Women's Athletic Footwear,41,63,2583,1291.5,0.5,Online,2021
7309,Foot Locker,1185732,"Saturday, August 14, 2021",Northeast,Delaware,wilmington,Men's Apparel,50,63,3150,1417.5,0.45,Online,2021
7310,Foot Locker,1185732,"Saturday, August 14, 2021",Northeast,Delaware,wilmington,Women's Apparel,59,120,7080,3681.6,0.52,Online,2021
7311,Foot Locker,1185732,"Monday, September 13, 2021",Northeast,Delaware,wilmington,Men's Street Footwear,50,142,7100,3479,0.49,Online,2021
7312,Foot Locker,1185732,"Monday, September 13, 2021",Northeast,Delaware,wilmington,Men's Athletic Footwear,47,85,3995,1797.75,0.45,Online,2021
7313,Foot Locker,1185732,"Monday, September 13, 2021",Northeast,Delaware,wilmington,Women's Street Footwear,43,61,2623,1337.73,0.51,Online,2021
7314,Foot Locker,1185732,"Monday, September 13, 2021",Northeast,Delaware,wilmington,Women's Athletic Footwear,41,60,2460,1254.6,0.51,Online,2021
7315,Foot Locker,1185732,"Monday, September 13, 2021",Northeast,Delaware,wilmington,Men's Apparel,50,60,3000,1320,0.44,Online,2021
7316,Foot Locker,1185732,"Monday, September 13, 2021",Northeast,Delaware,wilmington,Women's Apparel,58,84,4872,2630.88,0.54,Online,2021
7317,Foot Locker,1185732,"Friday, October 15, 2021",Northeast,Delaware,wilmington,Men's Street Footwear,56,128,7168,3225.6,0.45,Online,2021
